日期,时段结束,实际净负荷_kW,q20_kW,q50_kW,q65_kW,q80_kW,q90_kW
2025-02-01,09:50,-1021.1835000000001,-992.864385693428,-707.7516903516416,-631.5000485078224,-119.36503938061641,2050.2703669878456
2025-02-01,10:00,-1292.5825,-1423.4982527863506,-908.4329892739943,-825.5864806234142,-493.1060686631624,1691.1015659683155
2025-02-01,10:10,-1202.5058,-1902.8583495782352,-1174.7189057135947,-1104.293137277903,-888.3981940381594,1427.9844393021879
2025-02-01,10:20,-1361.5211,-2000.5091220178779,-1360.2045233822482,-1310.6695127875253,-990.7728540941931,1361.54101410384
2025-02-01,10:30,-1753.3525,-1784.9686096136957,-1509.6683747804109,-1308.8147742374922,-985.1070121069317,1496.1752601469266
2025-02-01,10:40,-1806.5264000000002,-1860.5287658178322,-1567.555360019086,-1391.0619085891499,-932.1753731073891,1566.0706007925714
2025-02-01,10:50,-2059.3044000000004,-2231.140838625915,-1671.884910453049,-1656.9854748329165,-1053.5416189986229,1416.4638776680056
2025-02-01,11:00,-2444.0999999999995,-2464.1044520733867,-1881.513645775838,-1844.8619327111173,-1117.3639491019544,1380.9544515259186
2025-02-01,11:10,-2330.9008,-2381.4781432602094,-1865.7765801867108,-1810.0120324995785,-1066.3342161424582,1407.4902493772297
2025-02-01,11:20,-2371.4404,-2704.6303322246176,-1970.263508554871,-1910.6151091317745,-1155.870814007247,1303.6320522097724
2025-02-01,11:30,-2667.165,-2735.0228317732003,-2085.141593938806,-1987.8967557714343,-1158.3723924735773,1301.130473743442
2025-02-01,11:40,-2664.6426,-2589.0436944481453,-1987.5297587114073,-1924.9389905907417,-1157.8370828622806,1301.6657833547388
2025-02-01,11:50,-2689.604,-2419.369128584032,-1987.5297587114073,-1912.6044122649544,-1197.772427252814,1276.052038266874
2025-02-01,12:00,-2763.7375,-2554.615228880244,-2046.5495857321712,-1788.9827851451973,-949.5769845954235,1524.2474809242644
2025-02-01,12:10,-2571.8509,-2674.626722564527,-2112.958147624695,-1837.559366740787,-962.1917060808163,1471.8097836604522
2025-02-01,12:20,-2558.3236,-2674.626722564527,-2112.958147624695,-1837.559366740787,-957.3436776304197,1471.8097836604522
2025-02-01,12:30,-2750.3450000000003,-2633.6850365578575,-2087.762011766733,-1812.363230882825,-932.1475417724578,1497.0059195184142
2025-02-01,12:40,-2705.9015999999997,-2632.5234718505462,-2086.8423234307156,-1792.8935460221896,-912.6778569118223,1516.4756043790496
2025-02-01,12:50,-2553.9263,-2641.0222794188085,-2095.761584579009,-1802.9955058393305,-914.8183915465622,1501.0313275966062
2025-02-01,13:00,-2481.26,-2730.8149930052705,-2178.5671756796573,-1892.7882194257927,-1004.6111051330245,1422.7352413409237
2025-02-01,13:10,-2529.8921,-2603.847699407509,-2099.047630252397,-1785.0399608326522,-925.0915597057642,1502.254786768184
2025-02-01,13:20,-2536.3465999999994,-2479.8175694897486,-2013.4649860220566,-1760.9405620958312,-913.5484703635502,1513.797876110398
2025-02-01,13:30,-2461.6075,-2529.516056772419,-1944.940960394772,-1760.9056623259714,-1051.3723442938826,1380.3119689977157
